ym,county,month,qty_all,qty_main,price_main,price_all,jjong_share,sokum_share,qty_next_chg,price_next_chg,jjong_share_adj,sokum_share_adj,qty_next_chg_adj,price_next_chg_adj
2021-11,고창군,11,1860.0,1688.0,4646.524495260664,4418.996423655914,9.247311827956988,0.0,-0.5155762265245887,-0.29622241219742307,5.910338834469957,0.0,-0.8823142666032815,-0.40226334479932446
2021-12,고창군,12,1268.0,1008.0,3455.257926587302,3039.353304416404,20.50473186119874,0.0,-0.46052488529119184,0.5163872455350162,15.565561411899395,0.0,-0.26097006730218053,0.15852358754735463
2022-01,고창군,1,1176.0,636.0,5790.8805031446545,3913.5204081632655,45.91836734693878,0.0,-0.4839367235496601,-1.6980635785999034,38.09971318806417,0.0,-0.3544832700450157,-1.1346034519027808
2022-02,고창군,2,392.0,392.0,1059.9489795918366,1059.9489795918366,0.0,0.0,1.9488213592627721,0.4380517909277213,-7.251870259435361,-0.20990764063811923,1.309611164318705,0.43354036292145043
2022-03,고창군,3,2916.0,2752.0,1642.5872093023256,1658.5733882030179,0.0,5.486968449931413,-0.642144626107573,0.39477118751121143,-9.941992668139376,4.6491510565669145,0.339183925010893,0.4998203943067501
2022-04,고창군,4,1448.0,1448.0,2437.6726519337017,2437.6726519337017,0.0,0.0,0.19966567025192727,-0.12196078352271833,-17.20283935153631,0.0,0.3164163423614099,-0.10871603012362158
2022-06,고창군,6,1768.0,1768.0,2157.786589932127,2157.786589932127,0.0,0.0,-0.3113382690639508,0.7588517098315313,-4.642587369254556,0.0,-1.4853971910962787,-0.01622066722515747
2022-07,고창군,7,1295.0,1295.0,4608.648648648648,4608.648648648648,0.0,0.0,-0.7173765799867802,0.4198724036625272,-8.823342375897504,0.0,-0.2621718760187808,0.03952347105732279
2022-08,고창군,8,632.0,632.0,7013.291139240507,7013.291139240507,0.0,0.0,-3.270835563798912,0.1624061174312761,-10.874440627375675,0.0,-2.4887711577430434,-0.018477459224548687
2022-09,고창군,9,24.0,24.0,8250.0,8250.0,0.0,0.0,1.5404450409471484,-0.9857475328521446,-4.032196780782567,0.0,0.6078582580544026,-0.455137560080369
2022-10,고창군,10,112.0,112.0,3078.5714285714284,3078.5714285714284,0.0,0.0,0.8873031950009036,-0.8240887809648196,-3.7301189415160003,0.0,1.0731710998331971,-0.1325000384771028
2022-11,고창군,11,272.0,272.0,1350.3676470588234,1350.3676470588234,0.0,0.0,1.0534918533876398,1.005840044091677,-3.3369729934870316,0.0,0.686753813308947,0.8997991114897756
2022-12,고창군,12,780.0,780.0,3692.1794871794873,3692.1794871794873,0.0,0.0,0.1330505077871713,0.07957225241257326,-4.939170449299344,0.0,0.3326053257761826,-0.27829140557508836
2023-01,고창군,1,891.0,891.0,3997.979797979798,3997.979797979798,0.0,0.0,0.30437695102395157,-0.2679371229284033,-7.818654158874606,0.0,0.433830404528596,0.2955230037687192
2023-02,고창군,2,1436.0,1208.0,3058.2781456953644,3028.272980501393,0.0,0.0,0.6347706507509239,-0.33463397822872487,-7.251870259435361,-0.20990764063811923,-0.004439544193143297,-0.3391454062349957
